Original_Title,Normalized_Title,Primary_Attribute,Secondary_Attribute,Group_ID,Notes
Tent Color,Color,Color,,group_580,Language: en
Pre-Taping,Other,Other,,8c61c49c-3c81-4311-8c9e-263b9f847320,"Language: tl; Ambiguous title, requires manual review"
Pressure Regulator,Other,Other,,60d180f2-4cbf-426b-a838-172f5b5721fc,"Language: ro; Ambiguous title, requires manual review"
Tent Size,Size,Size,,group_580,Language: de
Gem Colour,Color,Color,,c82fc738-92d7-4f68-9a02-b0938b03df9d,Language: pt
Cleaner,Other,Other,,921734a6-e08f-45db-90e5-8a392077bbaa,"Language: en; Ambiguous title, requires manual review"
Choose Nozzle:,Other,Other,,770818e9-e27b-48d3-b49e-12382b825efa,"Language: nl; Ambiguous title, requires manual review"
Pad Color,Color,Color,,group_581,Language: es
Cover Choice,Other,Other,,fb8d76c9-91db-49e9-91ed-69d29ab4e549,"Language: en; Ambiguous title, requires manual review"
Side white stones &(M:moissanite D:diamond) ,Color,Color,,group_224,Language: en
Jar Color (Select your preferred jar color),Color,Color,,group_582,Language: en
Accent white stone type,Color,Color,,group_228,Language: en
Add wheels?,Other,Other,,group_465,"Language: en; Ambiguous title, requires manual review"
Cami Color,Color,Color,,28dfeeca-997d-4aa1-afd7-67978911511e,Language: it
Collar,Other,Other,,group_300,"Language: it; Ambiguous title, requires manual review"
Text,Other,Other,,group_583,"Language: en; Ambiguous title, requires manual review"
Border options,Style,Style,,743a1ea3-d51a-403f-bdf9-e8498fe71c62,Language: da
Pack Price,Quantity,Quantity,,group_584,Language: en
Body Scrub,Other,Other,,group_144,"Language: cs; Ambiguous title, requires manual review"
Pre-Order,Other,Other,,group_585,"Language: de; Ambiguous title, requires manual review"
Levels,Other,Other,,2b4cd516-89b1-4052-ae7a-60bee76de0e0,"Language: da; Ambiguous title, requires manual review"
Ceramic and Glass Colors,Other,Other,Color,group_382,"Language: en; Ambiguous title, requires manual review"
Socks Size,Size,Size,,group_167,Language: de
Rubber Color,Color,Color,,851e4a9b-20e7-4146-a545-7f577530871f,Language: en
Jewelry Box,Other,Other,,group_586,"Language: en; Ambiguous title, requires manual review"
Jewelry Box Color,Color,Color,,group_586,Language: en
Soft Sport Bra (Size),Size,Size,,3e6297b7-40d3-4e5c-9265-f3a80a794e76,Language: de
"Soft Sport Legging 25"" (Size)",Size,Size,,ed1a54bb-4c3f-445a-a2a6-c14ebefcdf95,Language: de
Delivery,Other,Other,,group_587,"Language: da; Ambiguous title, requires manual review"
Rio Match Futsal Ball (Size),Size,Size,,group_588,Language: de
WRAP,Other,Other,,group_589,"Language: sw; Ambiguous title, requires manual review"
Bean-type,Other,Other,,ad68169d-44de-4008-ae8a-c64249769cc7,"Language: en; Ambiguous title, requires manual review"
Lid Design:,Style,Style,,0a00ce1c-a65f-4c0b-923a-c5248ac27109,Language: da
CHOOSE LENGTH,Size,Size,,group_393,Language: vi
Fin Size,Size,Size,,4c7bf8df-5bbf-4b2b-b5bc-1c52781ab86f,Language: de
Rio Match Futsal Ball (Color),Color,Color,,group_588,Language: en
Package type,Style,Style,,group_5,Language: en
Package Options,Other,Other,,group_590,"Language: en; Ambiguous title, requires manual review"
Fin Set,Other,Other,,7e061f73-73d0-42d0-b808-8c8d54645494,"Language: de; Ambiguous title, requires manual review"
Color-1,Color,Color,,2fda1e53-8983-41be-a9f3-f4be67037d1b,Language: en
Power Option,Other,Other,,5463d685-c079-4ab6-becf-a51e3e49e31d,"Language: en; Ambiguous title, requires manual review"
Power Line™ Plumping Lip Liner (Color),Color,Color,,1b2ff7b5-2839-4b9a-96e0-6edf0aff9e60,Language: en
Light,Other,Other,,group_428,"Language: en; Ambiguous title, requires manual review"
Bloom & Acrylic Tag,Other,Other,,group_96,"Language: en; Ambiguous title, requires manual review"
Caning Cutwork Skirt (Bottom),Other,Other,,d1a3b969-fb3f-434e-86a6-18d6e9e1dac7,"Language: en; Ambiguous title, requires manual review"
4 Pair of Socks,Quantity,Quantity,,group_440,Language: en
Bed Leg Height | Spine Size,Size,Size,,3fede45a-2168-457b-a8ef-6fb78663a511,Language: de
RUDIS White Cushion Crew Socks (6 Pair) (Size),Size,Size,,group_544,Language: en
Select Your First Lipstick Shade,Color,Color,,group_86,Language: en
Acrylic Color,Color,Color,,ca9bafd5-26f9-4e54-9eb0-04029473a90e,Language: en
Hose Size,Size,Size,,group_254,Language: de
Craft Type,Style,Style,,cd031e9a-aede-4329-8029-12eacad6809f,Language: no
OW Model,Other,Other,,0a8b75b6-8701-448b-be37-ad354749949e,"Language: ca; Ambiguous title, requires manual review"
Block Weight,Other,Other,,015b84bc-090a-433a-aa7c-b304322eb265,"Language: en; Ambiguous title, requires manual review"
Alignment Aid,Other,Other,,97a98384-d38a-46ee-973d-7028ddd15c91,"Language: ca; Ambiguous title, requires manual review"
Oval Pushgate,Other,Other,,c2687b99-4460-4eb4-a8b0-dd996a20ac3a,"Language: et; Ambiguous title, requires manual review"
Choose your pearl,Other,Other,,group_219,"Language: en; Ambiguous title, requires manual review"
Blockers,Other,Other,,889de5b7-9760-4e0c-898f-5e546eb20fd9,"Language: sv; Ambiguous title, requires manual review"
Blocker,Other,Other,,ac8ac655-bcbc-476d-9d0b-e8a5c91b89d3,"Language: sv; Ambiguous title, requires manual review"
Thread Pitch and Axle Length,Size,Size,,7e46a309-0e89-46bf-a795-078a35b89424,Language: en
Output,Other,Other,,group_591,"Language: ro; Ambiguous title, requires manual review"
Crank Length,Size,Size,,17cd1001-4b95-4b75-bd83-974938525f33,Language: en
Outpost Rod,Other,Other,,56cfd10b-3b5b-4df8-b2ad-eca8d307faee,"Language: fr; Ambiguous title, requires manual review"
Throat Depth,Size,Size,,0009f278-edb4-4e9a-8f7c-080a31ad54b1,Language: en
Finger Option,Other,Other,,24eafe36-3307-4429-99f2-7e41b48646a9,"Language: da; Ambiguous title, requires manual review"
Pound,Other,Other,,11c9afb4-afd9-40d2-b65e-e8dcdcb4c8f8,"Language: de; Ambiguous title, requires manual review"
Ticket Option,Other,Other,,d5a19876-6bb0-4431-9781-90f12b656b29,"Language: en; Ambiguous title, requires manual review"
special,Other,Other,,group_469,"Language: es; Ambiguous title, requires manual review"
Ring type-White accent stones(M:moissanite/D:diamonds),Other,Other,,ff1fe05a-7b8c-4bde-9201-528a59e23dd2,"Language: en; Ambiguous title, requires manual review"
Hipster,Other,Other,,62ca94d2-e805-49a9-bad5-d1d096cfae7a,"Language: nl; Ambiguous title, requires manual review"
Add Water Chiller,Other,Other,,group_592,"Language: en; Ambiguous title, requires manual review"
Outer Edge Finish,Other,Other,,f6fedecd-deea-4576-8cd9-570b94830f55,"Language: de; Ambiguous title, requires manual review"
Indowestern And Kurta Size,Size,Size,,2d956748-d1a9-40a6-861a-2f0481c2d37b,Language: de
Spectrum,Other,Other,,group_593,"Language: ro; Ambiguous title, requires manual review"
Your Pergola Size,Size,Size,,group_594,Language: it
8 oz Bag,Other,Other,,cad30963-3d20-4aa9-8622-ede20a3f0867,"Language: hu; Ambiguous title, requires manual review"
Potted,Other,Other,,dd3367e1-102e-4a4e-a66c-79b1d7ed0595,"Language: en; Ambiguous title, requires manual review"
Grinder,Other,Other,,2253d8f0-543d-4352-8ceb-1ae8c6b88034,"Language: de; Ambiguous title, requires manual review"
Fill type,Style,Style,,4e93d2df-6dd0-4376-9aec-3ce943731f24,Language: no
Spindle,Other,Other,,group_179,"Language: de; Ambiguous title, requires manual review"
Spindle Length,Size,Size,,group_179,Language: de
Spine,Other,Other,,991dc0ae-5ce2-4616-951d-6efa2e2d290e,"Language: de; Ambiguous title, requires manual review"
Contrast Piped Shirt (Size),Size,Size,,group_595,Language: en
Organic Full Spectrum CBD Tincture (Flavor/Scent),Other,Other,,c3ee831c-1351-4cd1-9974-134bc10783e6,"Language: ro; Ambiguous title, requires manual review"
Spliced Eye,Other,Other,,927b2669-a2d4-4516-9316-fcecdb6d7ae9,"Language: en; Ambiguous title, requires manual review"
Color Change,Color,Color,,group_596,Language: en
LinerBond Color,Color,Color,,group_220,Language: en
Select Variant,Other,Other,,group_505,"Language: ro; Ambiguous title, requires manual review"
100 Quart Ark Series Roto-Molded Cooler (Color),Color,Color,,d1b3851e-32bb-46bb-8c10-4048d3253f6b,Language: en
Wrap Color,Color,Color,,group_589,Language: en
TINT,Other,Other,,group_252,Language: vi
Certification,Other,Other,,8ed8cff1-0a7e-4a92-a3d8-a384d9f09b17,"Language: it; Ambiguous title, requires manual review"
Drive Side,Other,Other,,36467037-afe5-4aec-aacd-f94cd6ee1675,"Language: da; Ambiguous title, requires manual review"
Your Photo Size,Size,Size,,group_597,Language: en
Height Options,Size,Size,,6748b5a3-c030-4d9d-81a2-f51a8c407805,Language: en
Sprayer Style,Style,Style,,d6a49496-88a2-4189-a8d4-72336c219989,Language: tr
Spring,Other,Other,,group_183,"Language: de; Ambiguous title, requires manual review"
Coin 2,Other,Other,,group_598,"Language: en; Ambiguous title, requires manual review"
Crinkle Cotton Hoodie (Size),Size,Size,,25f10ead-4fe9-4b53-b7fa-9dfb24ac184a,Language: nl
Positano | Bottoms - All styles (Style),Style,Style,,group_599,Language: fi
Positano | Bottoms - All styles (Size),Size,Size,,group_599,Language: it
Tld Grip Clamp Color,Color,Color,,7a97fdc8-de2c-4ef5-95d3-556504fac7bb,Language: en
Coin 1,Other,Other,,group_598,"Language: fi; Ambiguous title, requires manual review"
AMPED-AF Flavor,Scent,Scent,,df080ddb-50d9-48e2-9cc6-729717690677,Language: hr
Basket Color,Color,Color,,group_600,Language: no
Toddler Sizes,Other,Other,Size,9c3520c6-31c9-4b84-9a52-7d445a23d6e8,"Language: de; Ambiguous title, requires manual review"
Blemished Tabletop,Other,Other,,c3de5662-6581-4f79-885c-2ad59bd8277c,"Language: en; Ambiguous title, requires manual review"
Links,Other,Other,,b44c6c1c-a506-405c-8f93-51b38db2590d,"Language: lt; Ambiguous title, requires manual review"
30 Quart Companion Series Roto-Molded Cooler (Color),Color,Color,,311be5d0-9201-4155-b1a0-d92f2cdf5652,Language: en
Lip Capsule + Refill or Refill Only,Other,Other,,group_29,"Language: en; Ambiguous title, requires manual review"
Initital,Letter,Letter,,862098a1-8847-489a-a3b8-105a28dc8227,Language: it
How Many Chews?,Other,Other,,group_347,"Language: en; Ambiguous title, requires manual review"
Features,Other,Other,,7f2f9e63-44f5-4cb0-a6f4-5913c13a99ec,Language: ro
Pores per Inch (PPI),Other,Other,,8f9bc9b9-e73d-4e5e-84dd-89ad8f10f65a,"Language: en; Ambiguous title, requires manual review"
KDF85 Upgrade,Other,Other,,17b23b9c-b8f8-4bd4-9f6e-0024db50fa7a,"Language: sv; Ambiguous title, requires manual review"
Capri | Bottoms - All styles (Size),Size,Size,,group_601,Language: it
Release Size,Size,Size,,252b3744-75fc-486c-acd1-1cf62f1d9e19,Language: ro
Choose Clover Style,Style,Style,,group_602,Language: en
Choose Clover,Other,Other,,group_602,"Language: en; Ambiguous title, requires manual review"
Topaz,Other,Other,,9b716d4c-9edb-46d5-9a5d-9a680a5871b9,"Language: lv; Ambiguous title, requires manual review"
Feather Color,Color,Color,,group_603,Language: en
Choose Your Mix!,Other,Other,,5e1b702b-9e0b-4507-8705-d8408768c973,"Language: en; Ambiguous title, requires manual review"
Red White Fade T-Shirt (Size),Size,Size,,group_604,Language: en
Capri | Bottoms - All styles (Style),Style,Style,,group_601,Language: sv
Living Room Table Set,Other,Other,,373c4bea-b3fe-46a2-98f8-0bf686bb1a4e,"Language: en; Ambiguous title, requires manual review"
Option:,Other,Other,,group_242,Language: en
Commitment,Other,Other,,8a658b6c-b0fc-47b6-abe3-b40c3ed8dcd8,"Language: en; Ambiguous title, requires manual review"
Ecru Tournament T-Shirts (Size),Size,Size,,52d1c0c7-372a-4cd2-9a90-fe4cfdbd5ebd,Language: en
Basket Type,Style,Style,,group_600,Language: no
1-Step or 2-Step,Other,Other,,43c29c33-e621-41c4-b268-a5b5e45a7303,"Language: en; Ambiguous title, requires manual review"
Holecount,Other,Other,,378626cd-f8af-4c06-8d2a-56636e622cfc,"Language: en; Ambiguous title, requires manual review"
Detail,Other,Other,,caca2c5f-6fd7-483c-88e9-e521d503f3b5,"Language: fi; Ambiguous title, requires manual review"
Bundle Size,Quantity,Quantity,,group_337,Language: de
Keyboard,Other,Other,,ebf41a4a-9bcd-4b34-ac4b-54716c06820d,"Language: tr; Ambiguous title, requires manual review"
Select Voltage,Other,Other,,09fa4592-88e9-46af-b81c-d16e17b3f166,"Language: ro; Ambiguous title, requires manual review"
Loft (height),Size,Size,,64d559ce-5f02-41b0-8532-d2098a80b5db,Language: en
Loftie Sleep Mask (Color),Color,Color,,45c2a90d-d0ec-4dd9-8430-0b3c660a9824,Language: nl
LOGO,Other,Other,,group_368,"Language: fr; Ambiguous title, requires manual review"
Logo Color,Color,Color,,group_368,Language: it
Stance,Other,Other,,c111a1c8-3140-4fcf-acf5-01bdd91c755c,"Language: it; Ambiguous title, requires manual review"
Choose Your Lid,Other,Other,,bb3e7699-cc04-4de9-b602-2919467eb6fb,"Language: en; Ambiguous title, requires manual review"
Choose By Dog Size,Size,Size,,139499f6-2e6e-462d-b97f-755c7152fecf,Language: nl
Log Size,Size,Size,,ef59f4ea-eb8d-4107-b388-c4da2348be88,Language: hr
Standard,Other,Other,,91b7d8b8-7964-48fc-8ab8-7530711c824e,"Language: id; Ambiguous title, requires manual review"
Choose By Breed,Other,Other,,group_605,"Language: af; Ambiguous title, requires manual review"
Ollie | Bottoms - All styles (Style),Style,Style,,group_606,Language: en
Ollie | Bottoms - All styles (Size),Size,Size,,group_606,Language: en
Shelf,Other,Other,,group_607,"Language: en; Ambiguous title, requires manual review"
Towel Sizes,Other,Other,Size,c48bd14b-8704-45ac-af69-ef0839d537f4,"Language: de; Ambiguous title, requires manual review"
Choose your letter bead color,Color,Color,,group_60,Language: en
TRACKER CARD (Model),Other,Other,,d39d8142-b923-4fe3-92e1-9ef8c2247223,"Language: ca; Ambiguous title, requires manual review"
Track Type,Style,Style,,4d664c75-9567-4cf9-ad68-d087c31aa2a9,Language: en
BLANKET,Other,Other,,group_314,"Language: de; Ambiguous title, requires manual review"
Keys,Other,Other,,6da11c18-b51f-472b-94d5-bbda56307811,"Language: id; Ambiguous title, requires manual review"
Dial color,Color,Color,,group_608,Language: it
Red,Color,Color,,82ae0e2b-6c8a-4270-86f8-fce889c6334d,Language: de
Long Pyjama Set Sansindo Tiger Print Navy/Pink,Other,Other,,7b97eea7-b4d4-4f83-8227-798c2ff81daa,"Language: tl; Ambiguous title, requires manual review"
Chainline,Other,Other,,64ed2bbb-34c4-4c16-b36e-e05f91587212,"Language: en; Ambiguous title, requires manual review"
Long Pyjama Set Soleia Print Cream,Other,Other,,9dbb7d03-805e-40ee-8c39-1db264dc4256,"Language: id; Ambiguous title, requires manual review"
Face Scrub #2,Other,Other,,group_241,"Language: ro; Ambiguous title, requires manual review"
Recycled Cotton Compression Socks (Size),Size,Size,,group_609,Language: en
Face Scrub #1,Other,Other,,group_241,"Language: ro; Ambiguous title, requires manual review"
Full Package,Other,Other,,3d331e9f-fb67-444c-93a1-d70d4b7900f9,"Language: sv; Ambiguous title, requires manual review"
Inlet Option,Other,Other,,group_610,"Language: en; Ambiguous title, requires manual review"
Coin,Other,Other,,group_598,"Language: en; Ambiguous title, requires manual review"
Recover Elite (Flavor),Scent,Scent,,247d7322-3010-425b-b576-41ec34bb06e1,Language: ro
size ,Size,Size,,group_354,Language: pl
Reckless Version,Other,Other,,048fb027-a873-4d2a-be43-66d86317994b,"Language: de; Ambiguous title, requires manual review"
Treatments,Other,Other,,727739ad-e1c3-4cbd-bb79-2b0e4337f126,"Language: en; Ambiguous title, requires manual review"
Inlet Position,Other,Other,,group_611,"Language: fr; Ambiguous title, requires manual review"
Policy,Other,Other,,130a00a8-c5f7-48e7-93bf-7c3af333c64c,"Language: pl; Ambiguous title, requires manual review"
# of Hearts,Other,Other,,group_612,"Language: en; Ambiguous title, requires manual review"
Recipe,Other,Other,,group_613,"Language: ro; Ambiguous title, requires manual review"
OFFER,Other,Other,,group_244,"Language: pt; Ambiguous title, requires manual review"
Star Size,Size,Size,,6c1c8208-8a5f-45c4-aed5-0249b943b85b,Language: de
# of Bags,Other,Other,,group_297,"Language: en; Ambiguous title, requires manual review"
Fabric Type,Material,Material,,35e88001-ba3e-41cd-8d52-a5830b6374bd,Language: en
Blade Style,Style,Style,,group_78,Language: da
Poles,Other,Other,,827cfd07-4241-4d34-a2b2-bd84ab88c296,"Language: pl; Ambiguous title, requires manual review"
Trigger,Other,Other,,group_614,"Language: da; Ambiguous title, requires manual review"
Concentrates,Other,Other,,72990eef-2e2a-4ee2-bda8-a11c3ac93f9f,"Language: pt; Ambiguous title, requires manual review"
Ring type&Accent stones(Lab stones: moissanites+lab sapphires; Natural stones: diamonds+natural sapphires),Other,Other,,f914b6df-e3cb-414d-9cc0-d0687053a653,"Language: en; Ambiguous title, requires manual review"
Grill Size,Size,Size,,173b2aa6-e82a-4692-85f4-327d18b2fc1f,Language: de
Point Weight,Other,Other,,2afadfad-b97b-413d-9143-39d065eae9cd,"Language: en; Ambiguous title, requires manual review"
SIze ,Size,Size,,group_354,Language: pl
Loot,Other,Other,,9d6f48be-b402-4cfa-b981-f6f528631486,"Language: et; Ambiguous title, requires manual review"
NUSA SWIM,Other,Other,,b6ecedae-63f4-444d-af8d-29c0340572ab,"Language: sv; Ambiguous title, requires manual review"
BOOTY SHORT - BUTTER (Size),Size,Size,,2f78b2f6-13c5-45b7-8c8c-791a3df7979b,Language: de
Angle,Other,Other,,1cf2fd1b-4512-4f0c-b0f0-bc95b699cb82,"Language: tl; Ambiguous title, requires manual review"
FABRIC CHOICE,Material,Material,,8ba1c6dc-0d42-4a3c-a476-b8c078be415e,Language: en
Pods,Other,Other,,32562439-8143-41aa-9029-071ebe835b71,"Language: pl; Ambiguous title, requires manual review"
Trundle Material,Material,Material,,e4edfc02-167a-4afc-ab04-11ea1ddb7384,Language: de
Size (110ml),Size,Size,,698ae24c-f29a-4ad3-bc93-551cda444ae4,Language: hu
Plugs,Other,Other,,59dc8b07-fdf5-4be3-a114-fe78c24ae827,"Language: tl; Ambiguous title, requires manual review"
Inner Diameter,Size,Size,,group_615,Language: de
Step 1: Choose Your Preferred Metal,Material,Material,,413d3a06-619e-4621-858a-67cb127c8240,Language: en
Band Size: ,Size,Size,,group_301,Language: de
Number of Teeth,Quantity,Quantity,,group_458,Language: en
Diamond  Carat  Weight:,Other,Other,,group_111,Language: en
Bags (each 11 oz bag makes ~20 cups),Other,Other,,434393b4-2b61-4f19-8888-f8b4672408ca,"Language: en; Ambiguous title, requires manual review"
Tube Top,Other,Other,,group_478,"Language: en; Ambiguous title, requires manual review"
Diamond  Carat  Weight: ,Other,Other,,group_111,Language: en
Rear Leg Height & Pet Length,Size,Size,,50184329-4fcd-4d83-adb1-3e96b2fdef90,Language: de
GUMI Fabrics,Other,Other,,a9875506-bdbe-41f1-86b0-b80a6607e281,"Language: ca; Ambiguous title, requires manual review"
Gold Coast Ribbed | Bottoms - All Styles (Style),Style,Style,,group_616,Language: en
Gold Coast Ribbed | Bottoms - All Styles (Size),Size,Size,,group_616,Language: en
Tumbler Color,Color,Color,,group_617,Language: en
Belt Color,Color,Color,,group_32,Language: nl
Eye Style,Style,Style,,group_618,Language: tr
Choose Base:,Other,Other,,group_231,"Language: af; Ambiguous title, requires manual review"
Number of Rounds,Quantity,Quantity,,4e6af032-47fa-4991-b6ab-e85a20c96974,Language: en
Size - Aqua,Size,Size,,868c0c54-5b4b-402f-a798-2db616e503ac,Language: ca
Shell Material,Material,Material,,ff69ce23-0a68-430c-8ace-d10e4576a645,Language: en
Step 2: Select Your Birthstone,Other,Other,,862e94e5-9d81-40fd-8a14-209bcba6005b,"Language: en; Ambiguous title, requires manual review"
Crystals,Other,Other,,group_619,"Language: en; Ambiguous title, requires manual review"
Step 2 - Select Your Size,Size,Size,,group_105,Language: en
Ready to order for your project?  Choose Bundle of 60 Below.,Quantity,Quantity,,group_172,Language: en
Bustier Size,Size,Size,,7f2220c8-7623-49fa-af5f-accb0b2edce5,Language: de
TYMO ROVY (PLUG),Other,Other,,group_620,"Language: vi; Ambiguous title, requires manual review"
Billet,Other,Other,,2c90f643-38d9-4f29-8e34-8818841a5af1,"Language: tr; Ambiguous title, requires manual review"
Sterling Silver Big Bead,Other,Other,,ed747357-5eea-47b4-9733-78e3e666cdee,"Language: de; Ambiguous title, requires manual review"
Size - Black/Grey,Size,Size,,a1718dfc-e861-47fb-940c-4eb7f7e9206b,Language: de
Type of Chocolate,Style,Style,,group_621,Language: en
Size & Board Style,Size,Size,,group_404,Language: de
Shell Upholstery,Other,Other,,2a54e064-1d7a-4e73-9654-b80492e3a61e,"Language: en; Ambiguous title, requires manual review"
Number of Months Prepaid,Quantity,Quantity,,80f05a81-e3ac-41f4-996d-2fdfe9165a61,Language: en
Number Of Lights,Quantity,Quantity,,5e14a472-077d-439a-b040-228970c80173,Language: en
Ring style,Style,Style,,group_622,Language: no
Size-Bottom,Other,Other,Size,62048340-037c-4485-b304-f6599735b886,"Language: it; Ambiguous title, requires manual review"
Tyson Pro Competition Gloves (Size),Size,Size,,9552c99c-168d-459a-93a4-c0ba6b505f76,Language: en
Tyson Pro Standard Gloves - Limited Edition Vintage (Size),Size,Size,,8d374322-4ac1-40ce-81d0-89be3a0b4990,Language: en
Number of Initials,Quantity,Quantity,,1713b43c-cc6e-4cfa-90bd-c63714245928,Language: en
CTTW ,Other,Other,,0f1c0a91-d9ac-459a-97f4-e91ca2e2e0a1,"Language: cy; Ambiguous title, requires manual review"
Choose a size:,Other,Other,,group_16,Language: en
Ready to order for your project? Choose Box of 40 Below.,Other,Other,,group_172,"Language: en; Ambiguous title, requires manual review"
Ultralock Saddle (Size),Size,Size,,group_623,Language: it
Ultralock SD Saddle (Size),Size,Size,,group_623,Language: de
Hubs,Other,Other,,74bf171b-6287-4e10-8f79-08c3c0cb3775,"Language: en; Ambiguous title, requires manual review"
Ready to order for your project? Choose Box of 27 Below.,Other,Other,,group_172,"Language: en; Ambiguous title, requires manual review"
Stlye,Other,Other,,c886689c-2561-46d9-be43-c47495e1ba45,"Language: hu; Ambiguous title, requires manual review"
Number Of Filters,Quantity,Quantity,,36fe665e-3d10-4775-a3e7-5b172f1a9ca1,Language: de
Service,Other,Other,,group_624,"Language: en; Ambiguous title, requires manual review"
CTW,Other,Other,,group_199,"Language: en; Ambiguous title, requires manual review"
Machine Version,Other,Other,,b467be2c-9558-4314-9ab1-74fa9c8f6304,"Language: de; Ambiguous title, requires manual review"
Please Choose Your Size,Size,Size,,group_514,Language: en
Unisex Towel Robe Jag Print Black,Color,Color,,group_625,Language: en
Compact,Other,Other,,7fbdaf33-02be-43d7-8c96-a831c074c953,"Language: en; Ambiguous title, requires manual review"
Inseam Size,Size,Size,,group_267,Language: de
Number of Custom Colors,Quantity,Quantity,Color,643f0b5a-fa3d-4676-a736-6fb05aa94fbe,Language: en
Number of Collars,Quantity,Quantity,,a549150c-3ce3-4640-b6c8-e035fd03de81,Language: en
Cuban Bracelet Size,Size,Size,,bcbc37f0-f206-4eb4-b86d-ef7af3a614d9,Language: ro
Number of Charms,Quantity,Quantity,,group_495,Language: en
CUBAN CHAIN LENGTH,Size,Size,,group_516,Language: vi
Service Life,Other,Other,,group_626,"Language: en; Ambiguous title, requires manual review"
Playa Beach Soccer Ball (Size),Size,Size,,0311ab8d-ca0c-49fa-8c20-b5469feb633e,Language: en
Madison Size,Size,Size,,ba8e1404-868d-4588-86a9-d44d2438fd32,Language: de
Number of boards,Quantity,Quantity,,c7aa4932-6dbc-463c-8017-1847c75ce0d7,Language: en
Number of Bars,Quantity,Quantity,,group_627,Language: en
Number of Bangles,Quantity,Quantity,,f34fd9ae-9543-4f07-8a54-7998e6d3b276,Language: en
Free Gift Wrap,Other,Other,,group_388,"Language: de; Ambiguous title, requires manual review"
COLOR AND SIZE,Size,Size,Color,group_628,Language: en
Back Strap Option,Other,Other,,00e8bfac-d626-46f5-bbc0-dd35620eeee1,"Language: en; Ambiguous title, requires manual review"
Choose A Pack,Other,Other,,group_84,Language: en
Choose a pack,Other,Other,,group_84,Language: en
Grey Tech T-Shirt (Size),Size,Size,,d3aa8feb-e255-4579-8add-04cc5716872d,Language: de
COLOR ,Color,Color,,group_213,Language: en
Magic Spin Cable (Color),Color,Color,,group_525,Language: en
Rattan Embroidered Trouser (Size),Size,Size,,6246ae31-0d3d-44ec-bf68-7ea9beb50cbb,Language: en
Magic Spin Cable (Length),Size,Size,,group_525,Language: en
CITY,Other,Other,,group_629,"Language: en; Ambiguous title, requires manual review"
CHOOSE YOUR CROSSMEMBER DEPTH,Size,Size,,0db9ed9f-d3b7-4f08-8537-6c78d9712e2b,Language: cy
Notice,Other,Other,,508f3c11-e196-46b2-bbf0-8a0a59f84f7e,"Language: en; Ambiguous title, requires manual review"
Freebies,Other,Other,,group_630,"Language: af; Ambiguous title, requires manual review"
Mirror Embroidered Draped Skirt (Size),Size,Size,,group_631,Language: en
Concrete Vessel Color,Color,Color,,9e627d0f-8e7e-441c-8980-5a51f7163137,Language: it
Battery Plate,Other,Other,,group_28,"Language: en; Ambiguous title, requires manual review"
Straight Pant (Size),Size,Size,,group_632,Language: de
Culotte,Other,Other,,bbb0bcf1-ee3e-46d9-ba07-d4af93b2fa03,"Language: fi; Ambiguous title, requires manual review"
Fram Protection,Other,Other,,34103d9e-2824-40b2-bd7e-795a5c4cd028,"Language: en; Ambiguous title, requires manual review"
NOMAD Grill & Smoker (Color),Color,Color,,3ac15d7f-fd82-4e17-94e4-e8865d1d9737,Language: sv
City,Other,Other,,group_629,"Language: en; Ambiguous title, requires manual review"
NOMAD BBQ Tool Set (Color),Color,Color,,4c5ba94e-2f8f-4706-a246-e743b19548b0,Language: en
Strap:,Other,Other,,group_34,"Language: en; Ambiguous title, requires manual review"
Strap Bundles,Other,Other,,780ee2f3-e2c3-40cb-86ae-d3f51e94bbea,"Language: de; Ambiguous title, requires manual review"
Event,Other,Other,,80716bc2-b463-418f-939d-8d3946efb87f,"Language: nl; Ambiguous title, requires manual review"
Framing,Other,Other,,group_633,"Language: nl; Ambiguous title, requires manual review"
Coffee Maker,Other,Other,,67bef32b-31a4-4529-bc41-df485e936db6,"Language: en; Ambiguous title, requires manual review"
Agate Color,Color,Color,,8c5043a2-2c8b-46f4-a6d0-fef9bf4d06fd,Language: ro
Strap Option,Other,Other,,13bb8140-3273-4a6c-91ef-d55ebc5c3f44,"Language: en; Ambiguous title, requires manual review"
Frame Width,Size,Size,,a5c73644-d26d-43e9-b2ac-5b11f4e4a334,Language: de
Valor Premium Match Soccer Ball (Color),Color,Color,,ceb8b72b-3d5d-4b25-8e25-67e0080908d7,Language: en
Metal color,Color,Color,,group_229,Language: it
Values,Other,Other,,group_634,"Language: ca; Ambiguous title, requires manual review"
Bench Style,Style,Style,,group_523,Language: de
Ethos Powered Speakers (Color),Color,Color,,d008cb51-95e7-42be-88fe-66b502ba3bc9,Language: en
 Select Width,Size,Size,,a993dfce-92e3-45b7-ace2-99381c9739d5,Language: en
Frame Options,Style,Style,,group_635,Language: fr
Heating Zones,Other,Other,,2e35be86-3262-490c-8264-d139146381d8,"Language: en; Ambiguous title, requires manual review"
Diamond Weight:-,Other,Other,,group_83,Language: en
Make It A Gift Set?,Other,Other,,group_636,"Language: en; Ambiguous title, requires manual review"
Choose amount,Other,Other,,group_59,Language: en
Placement Embroidered Shirt (Size),Size,Size,,group_637,Language: en
Black White Fade T-Shirt (Size),Size,Size,,group_604,Language: de
Black Tech T-Shirt (Size),Size,Size,,63d654c9-c55e-4341-badb-40c3fff19b04,Language: de
