Original_Title,Normalized_Title,Primary_Attribute,Secondary_Attribute,Group_ID,Notes
Annex Link,Other,Other,,20627572-dc5b-448e-a06d-805a0e5978c7,"Language: de; Ambiguous title, requires manual review"
Hanging Chains or Hanging Ropes,Other,Other,,group_79,"Language: tl; Ambiguous title, requires manual review"
Gold Colors,Color,Color,,2ea1e156-5517-4295-a336-563624eae26d,Language: en
Hair Length,Hardware,Hardware,,7492e78e-19c1-4410-b46f-ccad08e33bd7,Language: en
Lens Tint,Color,Color,,group_128,Language: fr
Please select size...,Size,Size,,group_114,Language: ro
Disc Weight,Other,Other,,b8663adb-c952-47d3-bd6f-72abc68ef449,"Language: de; Ambiguous title, requires manual review"
Disc Color,Color,Color,,16079099-89b9-4bb0-a7bc-0c96c2ab464f,Language: ro
Handle,Other,Other,,group_129,"Language: da; Ambiguous title, requires manual review"
PRODUCT TYPE,Style,Style,,group_11,Language: vi
Feature,Other,Other,,941de9f7-746d-474c-a6b6-d1f0d1c01f9f,Language: ro
Side,Other,Other,,9cdf94a9-8413-48f8-9d5f-bc5b1b8dc22f,"Language: de; Ambiguous title, requires manual review"
BLANKET SIZE,Size,Size,,group_130,Language: de
Preorder options,Other,Other,,682a5c57-c144-46f4-a478-be16670437ff,"Language: da; Ambiguous title, requires manual review"
Font,Letter,Letter,,fb9a8a7e-1a45-4aaa-bb10-68e5ba6b39c9,Language: en
apparel sizes,Other,Other,Size,8e7afa15-5468-46d6-a4d0-20c4bae479f4,"Language: it; Ambiguous title, requires manual review"
Ring  Size:,Size,Size,,group_26,Language: de
Clasp Option,Hardware,Hardware,,group_104,Language: en
Finishing,Other,Other,,07b714bc-3f64-45ec-a838-5bae733366fc,"Language: en; Ambiguous title, requires manual review"
Pack (Can Be Different Designs),Quantity,Quantity,,c4a45700-ba66-4f8c-be38-97eee217f9b9,Language: de
Character,Other,Other,,7a31a836-d6e2-4a07-ba0a-f25f7361cdcf,"Language: en; Ambiguous title, requires manual review"
Gender,Other,Other,,c38e3bfe-5c85-479f-90e6-1c64fa03fa64,"Language: de; Ambiguous title, requires manual review"
Band,Other,Other,,group_99,"Language: id; Ambiguous title, requires manual review"
Format,Other,Other,,67627e95-c03c-4c7f-9eaa-3ae32d24f3d6,"Language: en; Ambiguous title, requires manual review"
ONE SIZE,Size,Size,,group_131,Language: de
Primary Color,Color,Color,,group_52,Language: en
Item Size,Other,Other,,group_60,Language: de
Lens Color,Color,Color,,group_55,Language: fr
Choose your stamp type,Style,Style,,31f50414-c744-4e07-a61a-cd0d7477d4a1,Language: en
Sleeve length,Size,Size,,group_108,Language: nl
Choose your ink color,Color,Color,,ee7f1d43-81c7-41ce-9f5f-8b5ec8e5ba60,Language: en
Kit,Other,Other,,group_132,"Language: sw; Ambiguous title, requires manual review"
Wet or Dry,Other,Other,,1c848057-43e7-4d4e-b853-764153689950,"Language: no; Ambiguous title, requires manual review"
Cosmetic finish,Other,Other,,92900a09-e3bc-40d5-9bb2-7f2b26b0a659,"Language: en; Ambiguous title, requires manual review"
Apparel Size,Size,Size,,2f318a56-20a1-4e54-85fd-93a9f935f182,Language: it
Frame Finish,Other,Other,,a90d62f1-483c-4739-b2e7-d699bbacd7f8,"Language: de; Ambiguous title, requires manual review"
Layout,Other,Other,,de0ec2d9-91aa-4cc4-9615-c69650550fd9,"Language: tl; Ambiguous title, requires manual review"
Birthstone,Other,Other,,group_133,"Language: de; Ambiguous title, requires manual review"
Underwear Size,Size,Size,,f08c4956-30a2-45db-8005-6710c9ab7dd3,Language: de
Size (Ring),Size,Size,,group_26,Language: de
Stamp & Weight Range,Other,Other,,2c126063-6bcd-4430-a898-367152661ec8,"Language: de; Ambiguous title, requires manual review"
Prescription Lens Type,Style,Style,,group_76,Language: fr
Pack of,Quantity,Quantity,,group_134,Language: en
Side white stones(M:moissanite/D:diamond),Color,Color,,367dfa8c-91a9-4469-b550-94ba16c02d27,Language: en
SIZE BOTTOM,Size,Size,,group_63,Language: de
Personalization here,Other,Other,,efe948d6-97f2-4540-a5f8-d612517e298a,Language: en
Ready to order for your project?  Choose Bundle of 12 below.,Quantity,Quantity,,group_110,Language: en
Gauge x Length,Size,Size,,group_135,Language: de
cls,Other,Other,,91809c9c-91aa-4f19-9036-178f738b5021,"Language: ca; Ambiguous title, requires manual review"
Date,Other,Other,,0482c8a2-e8ad-4fb4-96fe-c7d05bca54e2,"Language: de; Ambiguous title, requires manual review"
Pack size,Quantity,Quantity,,group_32,Language: pl
Height (in) | Width at Bottom (in),Size,Size,,group_43,Language: en
Lens Material,Material,Material,,e3a5d4fc-7f70-46ce-b0fe-d5123688d454,Language: ca
Men Sizes,Other,Other,Size,6e6804e6-3003-451c-a8fe-55ce31bddfee,"Language: de; Ambiguous title, requires manual review"
Bracelet Size,Size,Size,,e84903a0-04d2-4861-b142-2ca4a1959d4d,Language: de
Bedding Size,Size,Size,,group_136,Language: de
Men's Size,Size,Size,,group_137,Language: de
finish,Style,Style,,group_6,Language: sq
Footwear Size,Size,Size,,cd497e44-f22f-4a1b-8808-2da08978b6c5,Language: en
Cup Style,Style,Style,,d8abcaca-fcad-4342-b584-1b6af97556ac,Language: en
Loft,Other,Other,,bc8cc68f-ba8c-4637-9f62-3c0db7fb1ef0,"Language: en; Ambiguous title, requires manual review"
Product Information,Other,Other,,f937ff78-7652-4c5a-921d-92f83d088e0e,"Language: en; Ambiguous title, requires manual review"
Cover Color,Color,Color,,group_138,Language: en
Waist Size,Size,Size,,group_37,Language: de
Spool Size,Size,Size,,group_139,Language: nl
One Size,Size,Size,,group_131,Language: de
Select Necklace Length,Size,Size,,group_96,Language: en
Length/Inseam,Other,Other,,0eff370a-2243-40e4-93b7-373fede555bb,"Language: en; Ambiguous title, requires manual review"
Color Description,Color,Color,,group_140,Language: en
SELECT PACK SIZE:,Size,Size,,group_32,Language: en
Choose a Pack,Quantity,Quantity,,group_68,Language: en
Ring type-Side stones(M:moissanite/D:diamond),Other,Other,,ffcab245-dd7b-46c6-9c45-1210ba743f19,"Language: en; Ambiguous title, requires manual review"
Conveyance,Other,Other,,1761148c-cc9c-4284-9dc4-d8fa195624b4,"Language: en; Ambiguous title, requires manual review"
Pot Diameter,Size,Size,,fc9c3484-29b5-42ec-bd38-2e4b6d142ecb,Language: af
Fabric Color,Color,Color,,group_9,Language: ro
weight,Other,Other,,group_20,Language: de
Ply,Other,Other,,d32419d7-b6e3-4e0a-9108-6a9c1362c55b,"Language: cy; Ambiguous title, requires manual review"
Band Color,Color,Color,,group_99,Language: en
Gun Case,Other,Other,,c96e18c2-412d-49ac-aa46-724aba776e36,"Language: es; Ambiguous title, requires manual review"
SIZE TOP,Size,Size,,group_101,Language: en
Amount of Bulbs,Other,Other,,71a752fa-38e8-47ea-a584-25e5500d7afd,"Language: en; Ambiguous title, requires manual review"
KARAT,Other,Other,,group_141,"Language: sw; Ambiguous title, requires manual review"
Item,Other,Other,,group_60,Language: en
TIP DIAMETER,Size,Size,,group_142,Language: de
Fabric Colors,Color,Color,,2bbe29a4-9166-473d-b0f5-be1aaa14c220,Language: en
Quantity of Letters,Quantity,Quantity,,0d94a0f5-9bd6-4d5d-bd72-8fd002f3506f,Language: en
Samsung Frame TV Model Year,Other,Other,,5684a47c-9687-47aa-a2ac-d77dd7d6d7b9,"Language: en; Ambiguous title, requires manual review"
To Fit Diagonal TV Size,Size,Size,,20693c18-92c3-4de5-931a-d2ffcabb53d5,Language: en
My sofa is,Other,Other,,837219ae-2b31-4463-bff7-0c051ef33462,"Language: en; Ambiguous title, requires manual review"
Band Width,Size,Size,,ec1d71fd-2e3c-4aa2-b12c-6660b5ebcb4e,Language: de
Cuir,Other,Other,,9b095f47-a54a-41d0-bc1e-02f3de68defe,"Language: ro; Ambiguous title, requires manual review"
Bed Size,Size,Size,,d4681a5e-8d49-4410-8cca-3745aec2f0f1,Language: de
Manufacturer Version,Other,Other,,69b05120-0b44-4777-aa91-02331f38afca,"Language: de; Ambiguous title, requires manual review"
Add-ons,Other,Other,,721c0a61-b4bf-447c-a55d-097daad63a4a,Language: cy
Accessory size,Size,Size,,group_143,Language: en
Model Selected,Other,Other,,0db12db1-f2c3-454f-8ee7-a130e65013bd,"Language: es; Ambiguous title, requires manual review"
Select Length,Size,Size,,group_123,Language: en
Size (Watch),Size,Size,,group_144,Language: de
Color ,Color,Color,,group_2,Language: en
Resin Color,Color,Color,,5bac6d6a-4c53-42a9-b547-36a0c86067a6,Language: en
Items,Other,Other,,group_145,Language: en
Cost Tier,Other,Other,,bdf6b88f-2c94-48d6-bed4-518508e59bf6,"Language: de; Ambiguous title, requires manual review"
Collar Size,Size,Size,,fbabcc28-5ef8-460b-878c-49764b233fc1,Language: tr
taille du bracelet,Size,Size,,5154f3aa-6395-4f84-a9d2-e59e69c86e3a,Language: fr
Size in ft,Size,Size,,26c6bbd4-27bb-4d00-9931-c823c52c0d12,Language: de
Lens Option,Other,Other,,group_91,"Language: fr; Ambiguous title, requires manual review"
Custom Pricing Per Scarf,Other,Other,,d7d6041c-4970-415b-b015-ede91423595e,"Language: en; Ambiguous title, requires manual review"
Flavor Strength,Scent,Scent,,9d1e8f89-6c6f-45f8-89fe-f4542684d732,Language: no
Pattern,Style,Style,,group_146,Language: de
Loose or Sachets,Other,Other,,e0b3e7ad-cb97-482e-b34d-0ff435a14bd3,"Language: nl; Ambiguous title, requires manual review"
quantity,Quantity,Quantity,,group_16,Language: ca
Size Description,Size,Size,,group_140,Language: ro
Size (IT),Other,Other,Size,2597c978-0c6c-4183-a362-2b1afd6faffd,Language: de; Fuzzy match: item size (score: 88)
PCs,Other,Other,,d5317c53-f52c-44fa-9836-6fddfef039b4,"Language: tl; Ambiguous title, requires manual review"
Language,Other,Other,,9fadb216-8f77-4c06-b669-7e33ac21d44b,"Language: tl; Ambiguous title, requires manual review"
Grind Style,Style,Style,,a361fe4b-d1f7-43f4-9122-b164fb8b426a,Language: de
Bracelet Length,Size,Size,,group_93,Language: en
material,Material,Material,,group_4,Language: id
Harness Size,Size,Size,,450e8806-3dad-4895-8828-0f3c492cbb64,Language: de
ARM,Other,Other,,e1460ca9-993d-4c3b-92a6-3492645faaff,"Language: tl; Ambiguous title, requires manual review"
Embroidery,Other,Other,,group_147,"Language: pt; Ambiguous title, requires manual review"
TYPE,Style,Style,,group_12,Language: vi
Leg Length,Size,Size,,2701c5d8-aa7f-42fa-9e46-864db8f25812,Language: de
Choose Your Kiln,Other,Other,,0557f2e5-a931-4745-9a63-0d4f668ed807,"Language: en; Ambiguous title, requires manual review"
Package quantity,Quantity,Quantity,,group_85,Language: en
Connector,Other,Other,,group_148,"Language: en; Ambiguous title, requires manual review"
Accessory,Other,Other,,group_143,"Language: en; Ambiguous title, requires manual review"
Bag Size,Size,Size,,group_149,Language: tl
Lens Upgrades,Other,Other,,ce49f71a-2027-483c-8fb2-9f906c9df021,"Language: sv; Ambiguous title, requires manual review"
Full Pack,Quantity,Quantity,,c4a05756-cb97-4855-8d8e-026ba4c63759,Language: de
Apple Watch Size,Size,Size,,521c29a5-4ce0-41b4-bbfe-f3fab40472b7,Language: en
Dexterity,Other,Other,,a6ba06ac-780b-473e-8835-f5682337b97f,"Language: en; Ambiguous title, requires manual review"
FLEX,Other,Other,,group_122,"Language: de; Ambiguous title, requires manual review"
COLOR/VARIANT,Other,Other,Color,03c03273-e639-4bbe-b752-6aa1cc243e34,"Language: vi; Ambiguous title, requires manual review"
TOP FINISH,Other,Other,,29df5553-4f03-49ac-9bbb-c4c7fece15e6,"Language: en; Ambiguous title, requires manual review"
How it works,Other,Other,,bed9e59a-792e-4691-8c41-0c27a7d28247,"Language: en; Ambiguous title, requires manual review"
Optional Cupholders,Other,Other,,9f25f958-046b-4e7d-babf-253ffa0becd7,"Language: en; Ambiguous title, requires manual review"
Switch,Other,Other,,9fb66f6f-4f7a-4af7-85b7-8d6f532f2078,"Language: en; Ambiguous title, requires manual review"
Shaft Length,Size,Size,,group_150,Language: de
Select Frame Color,Color,Color,,group_40,Language: en
Underwire Size,Size,Size,,38c10f9b-16ba-455d-a292-11a74f97c40a,Language: de
Air Option,Other,Other,,d59535cb-a610-4a69-92f1-693e0dfeafb5,"Language: en; Ambiguous title, requires manual review"
Inlay Options,Other,Other,,4bcc0b7a-1853-45d3-97e2-2ed213e3c332,"Language: en; Ambiguous title, requires manual review"
Select A Lens Tint,Color,Color,,group_128,Language: en
Hanger,Hardware,Hardware,,da3d542d-61ac-46c3-9ef1-939e98360b66,Language: da
Opción,Other,Other,,89d18325-e31b-40a3-9a08-b430cc0aa81f,"Language: hr; Ambiguous title, requires manual review"
Default,Other,Other,,949b6832-ba36-4c8d-b2b3-d873719d2392,"Language: de; Ambiguous title, requires manual review"
Pajama Size,Size,Size,,9ecba743-07bc-4993-8775-5614af75878c,Language: hr
Glazed Edge,Other,Other,,e84e6523-6bea-431f-8713-44b8acd7c817,"Language: de; Ambiguous title, requires manual review"
Height Adjuster,Size,Size,,cec0de16-40a9-491c-99a5-cee8975b8158,Language: de
Engraving Option,Style,Style,,e90f59c0-801d-43b9-abbc-a8e7e3a5c299,Language: no
BASE FINISH,Other,Other,,group_151,"Language: de; Ambiguous title, requires manual review"
Platform,Other,Other,,994cbbb9-52d6-455f-8b94-55363fe6f6a8,"Language: en; Ambiguous title, requires manual review"
Image Type,Style,Style,,b82e5ebf-3ffe-49a2-b5e5-978699ed2977,Language: en
Diamond Type,Style,Style,,group_152,Language: en
Armrests,Other,Other,,4d13ab51-d3d4-4caf-bcf4-680a81862124,"Language: ca; Ambiguous title, requires manual review"
Container,Other,Other,,group_105,"Language: fr; Ambiguous title, requires manual review"
Personalized,Other,Other,,135d8c5d-e732-408a-97c2-e67183d5ac7a,"Language: it; Ambiguous title, requires manual review"
Add On,Other,Other,,05c24c20-3f5e-4c6b-ab2e-c61d37ffcf55,Language: cy
🔒 Free Waterproof Strap,Other,Other,,a48a87a1-2dd6-4a91-a2ea-459eef0d8295,"Language: en; Ambiguous title, requires manual review"
Cushion Color,Color,Color,,group_50,Language: en
Hanging Ropes,Other,Other,,group_79,"Language: tl; Ambiguous title, requires manual review"
Default Title,Other,Other,,68d2bfa9-ecc9-4bdb-bc5f-83d9e57aefc4,"Language: de; Ambiguous title, requires manual review"
Choose Your Custom Strap,Other,Other,,433cd52c-a267-4f44-940e-459696a50f0e,"Language: en; Ambiguous title, requires manual review"
ClothingSize,Size,Size,,7e72a628-14cf-498f-9578-4076509dfc29,Language: en
Grind Type,Style,Style,,group_57,Language: en
pot color,Color,Color,,group_116,Language: ro
Bundle & Save,Quantity,Quantity,,group_153,Language: no
Blue Light Filtering,Color,Color,,a9fd163a-4dc6-4d01-9612-0136a0949942,Language: de
Mount,Quantity,Quantity,,4192d208-cc9f-48e8-b1b0-5c43508557b4,Language: en
Delivered in 8mL - Travel Case Colour:,Color,Color,,3bb59a56-f7a4-472d-b807-5c169d4eafda,Language: en
WB(ODD),Other,Other,,be827729-27b7-4e7c-bc5e-8d061a80661d,"Language: de; Ambiguous title, requires manual review"
Inseam Length,Size,Size,,group_19,Language: en
Bikini Combo Top,Other,Other,,8d28aa80-fca1-41ec-ae16-de88a2fbcc44,"Language: sw; Ambiguous title, requires manual review"
Leather Cords,Material,Material,,2fed708b-720f-4c87-89d7-ae3a82cdeb05,Language: en
Refill or Case,Other,Other,,58a98407-de0d-45aa-b2dc-f3a17e931a61,"Language: en; Ambiguous title, requires manual review"
Bikini Combo Bottom,Other,Other,,27dbe880-0ed2-462f-b4b6-6cfd4539b8e0,"Language: sw; Ambiguous title, requires manual review"
Cushion Size,Size,Size,,group_50,Language: en
Add Cup Holders,Other,Other,,94183d8e-32c4-4d76-b5d9-a796fdfb05e2,"Language: da; Ambiguous title, requires manual review"
Yards,Other,Other,,bf35092f-f639-42d2-8149-c4b77190e6a3,"Language: tr; Ambiguous title, requires manual review"
By Size,Size,Size,,43ece3b3-8dc9-43cd-acaa-ab74c9a23ca3,Language: de
Pair or Single,Quantity,Quantity,,group_100,Language: en
Modules,Other,Other,,700a45b3-1ba5-444a-b3eb-583f35bcea8f,"Language: fr; Ambiguous title, requires manual review"
Nib Material,Material,Material,,e5190975-02b4-4851-8ca7-324db021d8c6,Language: ro
Rug Size,Size,Size,,e83ba900-2781-4ff8-a0a0-045c13267933,Language: de
Frame Style,Style,Style,,150e76b9-ffb8-4914-a90d-62f6f2a5a5dd,Language: en
Choose Style,Style,Style,,9288b3e8-e2ff-468e-b838-48d4ca4e90be,Language: en
Paper Format,Other,Other,,95e4f8e1-d99c-4cd8-9823-2968479bd565,"Language: en; Ambiguous title, requires manual review"
Flavors,Scent,Scent,,1b344ec0-e08c-44db-b43c-ba80ed0d67f8,Language: sl
Embroidery Option,Other,Other,,group_147,"Language: en; Ambiguous title, requires manual review"
Type of Leash,Style,Style,,672f2907-8cd0-4515-be88-c64e577d9f60,Language: en
Selections,Other,Other,,ce10521d-5558-45f2-bff5-f0cf7129d860,"Language: en; Ambiguous title, requires manual review"
Add a Double Connection Leash?,Other,Other,,73cc7de1-9d66-4bd0-99fb-d5efc11133cc,"Language: en; Ambiguous title, requires manual review"
Packs,Other,Other,,f616f192-9af4-4c9a-a073-331ed4c865c1,"Language: pl; Ambiguous title, requires manual review"
Diamond,Other,Other,,group_152,"Language: it; Ambiguous title, requires manual review"
Size - Soft Goods,Size,Size,,0b655c37-ef9f-4487-9c10-b46e72724688,Language: de
Grip Color,Color,Color,,group_154,Language: en
Paved Material,Material,Material,,ad4f25ed-11a3-48fa-a24b-42010455a2f2,Language: en
Side white stones,Color,Color,,bed4462c-372d-45b9-a087-bf9e29a84354,Language: en
Gauge,Other,Other,,group_135,"Language: de; Ambiguous title, requires manual review"
Hanging Option,Hardware,Hardware,,2b913d95-3d33-4657-b440-131e02f03d60,Language: tl
Shirt Size,Size,Size,,97c8d7ea-ccba-4e9a-82c8-7b4ba11341b0,Language: de
Kurta Size,Other,Other,,b33ca6a9-c432-4e62-b4e1-b031527d93c8,"Language: tr; Ambiguous title, requires manual review"
style,Style,Style,,group_3,Language: fi
Country,Other,Other,,2e247e1f-7b4f-4edf-b442-1c2f3c43d843,"Language: en; Ambiguous title, requires manual review"
Plating Colors,Other,Other,Color,57e35dda-f273-4dc2-bf21-9456531f9c8e,"Language: en; Ambiguous title, requires manual review"
Cut,Style,Style,,6be8f341-5578-40d1-834d-a2c88fe21ddc,Language: ro
Leg Height,Size,Size,,6bd5800c-4688-4be1-a7d0-de81358f9342,Language: de
Please Select:,Other,Other,,group_114,"Language: en; Ambiguous title, requires manual review"
Hanging Ropes or Chains,Other,Other,,group_79,"Language: en; Ambiguous title, requires manual review"
Flavour,Scent,Scent,,group_155,Language: fr
Series,Other,Other,,3058d3ce-ed38-4f96-950c-6b81404b07e4,"Language: de; Ambiguous title, requires manual review"
Rope/Chain Length,Size,Size,,fbeab536-efc2-48f7-8daf-12d2987be074,Language: en
Number Of Small Tags,Quantity,Quantity,,871204d6-c45e-4a84-959c-6fcbb062d993,Language: en
Short Size,Size,Size,,e4a8c135-0d5b-40f9-87c4-db75afa2e7fb,Language: de
Hide,Other,Other,,fcd0dd45-81f1-4de0-bca4-ff65548cc9a8,"Language: nl; Ambiguous title, requires manual review"
Choose Your Size,Size,Size,,group_156,Language: en
Iconic Edition or Refill,Other,Other,,81aefb42-e19b-41ff-81d9-bdbea874f6e1,"Language: en; Ambiguous title, requires manual review"
Please Select Qty,Other,Other,,a5e9ce29-92d9-41ac-acf0-7fdae9dfdd03,"Language: en; Ambiguous title, requires manual review"
Choose Birthstone,Other,Other,,group_133,"Language: en; Ambiguous title, requires manual review"
Closure,Other,Other,,47f314a0-fb8b-40f9-bfe5-e086156ae836,"Language: es; Ambiguous title, requires manual review"
Storage Option,Other,Other,,group_103,"Language: en; Ambiguous title, requires manual review"
Hanging Method,Other,Other,,d0d51725-ea87-4655-a037-1fd7d6778775,"Language: tl; Ambiguous title, requires manual review"
EARRING SIZE,Size,Size,,bcd1049c-9440-4c22-bf59-17fdc4e54114,Language: de
Wheelset,Other,Other,,c8bbc95d-8134-49c3-8360-0bde4540fbbd,"Language: nl; Ambiguous title, requires manual review"
Voltage,Other,Other,,a30f2776-df0b-4043-83a0-88071dcd580a,"Language: de; Ambiguous title, requires manual review"
Lace Size,Size,Size,,group_157,Language: de
Chain,Hardware,Hardware,,group_158,Language: en
Finish Color,Color,Color,,group_6,Language: en
Work Top Material,Material,Material,,f936d88d-4394-4d3f-b75b-1bde131d9238,Language: en
Lace,Other,Other,,group_157,"Language: es; Ambiguous title, requires manual review"
Choose Initial,Letter,Letter,,group_81,Language: en
Lollipops,Other,Other,,b27259e5-9830-43cd-a76f-be6d63d9435c,"Language: it; Ambiguous title, requires manual review"
Other,Other,Other,,c594ba0d-7298-4cfc-8874-ae35ae59d92f,"Language: en; Ambiguous title, requires manual review"
Please note,Other,Other,,21a7f09a-d3bc-49ef-a895-833ae63acd1d,"Language: en; Ambiguous title, requires manual review"
Product Fit,Style,Style,,81378afe-f697-4489-8d57-f6ecd212bdac,Language: en
Pillow Size,Size,Size,,ec713705-5c50-4720-b956-87734fcea352,Language: pl
Extra Toy Club,Other,Other,,b0e979ae-e725-4766-ac35-c6e592e9f90b,"Language: ca; Ambiguous title, requires manual review"
length,Size,Size,,group_8,Language: no
Emerged Growth,Other,Other,,d6ab0e12-48e3-40ab-9b24-25697ea75a01,"Language: en; Ambiguous title, requires manual review"
Variation,Other,Other,,2479daf4-2588-45d8-83ca-18414e372259,"Language: it; Ambiguous title, requires manual review"
Age Group,Other,Other,,a1184cec-ef40-41ef-8a04-1c8a7daad8ac,"Language: fr; Ambiguous title, requires manual review"
Desktop Color,Color,Color,,group_159,Language: af
Level,Other,Other,,13637188-7530-4e00-97d3-b4ce97dcb771,"Language: sl; Ambiguous title, requires manual review"
Wood Species,Material,Material,,ad4044fb-3da6-4ca2-8b2c-c10ce2a9463b,Language: en
Stock Location,Other,Other,,af6acf80-d344-4c9c-afe9-66efa4f52ece,"Language: en; Ambiguous title, requires manual review"
Chain Type,Hardware,Hardware,,group_51,Language: en
Lace Style,Style,Style,,group_157,Language: en
Brand,Other,Other,,75c5f9ae-3f34-4e05-b93a-9864b4d1d382,"Language: en; Ambiguous title, requires manual review"
ITEM,Other,Other,,group_60,Language: id
Materials,Material,Material,,25f636c3-c2e8-45ed-a694-3cb0cbf592a7,Language: ca
Base Finish,Other,Other,,group_151,"Language: de; Ambiguous title, requires manual review"
Dimension,Other,Other,,fa57c3d3-a656-4941-bb0f-130dc756e603,"Language: af; Ambiguous title, requires manual review"
Coupling Color & Weight Range,Color,Color,,2758bf08-2aec-4bc1-ae58-804a461cc9f5,Language: en
Wrist Size,Size,Size,,bf700579-b543-4761-ba6f-6349df4607c2,Language: de
Hair Density,Other,Other,,bdfaa393-eb78-456a-b7f6-d42ea2cfe034,"Language: no; Ambiguous title, requires manual review"
Gem Color,Color,Color,,group_160,Language: pt
SKU,Other,Other,,fb61d26f-72fb-4993-906f-804c80e95b47,"Language: de; Ambiguous title, requires manual review"
Packaging,Other,Other,,group_58,Language: tl
type,Style,Style,,group_12,Language: en
Choose a Variant:,Other,Other,,group_80,"Language: en; Ambiguous title, requires manual review"
Wood,Material,Material,,group_161,Language: so
Amount of Tubers,Other,Other,,385bbf37-f643-4622-9ae5-19777d978468,"Language: en; Ambiguous title, requires manual review"
Gauge x Diameter,Size,Size,,group_162,Language: de
Storage Container,Other,Other,,6da4d376-22fe-42a8-af7e-42644db81737,"Language: en; Ambiguous title, requires manual review"
Quality,Other,Other,,0d31e2f0-c40d-40c8-bbfe-c3bd5a726093,"Language: en; Ambiguous title, requires manual review"
Pant,Other,Other,,group_163,"Language: tl; Ambiguous title, requires manual review"
Pendant Design,Style,Style,,59f6c621-2d1a-432f-9a68-3369b4cfd530,Language: id
purchase type,Style,Style,,group_74,Language: en
Shaft Weight and Series,Other,Other,,b1506a79-3fdf-4473-a4ca-69c4a822b601,"Language: de; Ambiguous title, requires manual review"
Warranty,Other,Other,,bedfecc7-52b0-402a-a706-4d72319d0aee,Language: en
Timber,Other,Other,,d3012ac4-d956-4873-840b-48e3250f8abf,"Language: id; Ambiguous title, requires manual review"
Choose Your Finish,Other,Other,,5da79c01-310a-4379-8250-30aa10f74355,"Language: en; Ambiguous title, requires manual review"
Choose your format,Other,Other,,caf47c4d-9342-462a-a3d7-c2d7bc47df5b,"Language: en; Ambiguous title, requires manual review"
Child SKU,Other,Other,,f214c80a-6d89-40a8-814a-946081a4139e,"Language: en; Ambiguous title, requires manual review"
Product Letter,Letter,Letter,,40436a94-79de-4590-8e88-32131f6c9318,Language: fr
DENSITY,Other,Other,,group_111,"Language: de; Ambiguous title, requires manual review"
Choose Charm,Other,Other,,group_164,"Language: en; Ambiguous title, requires manual review"
Variant.option2,Other,Other,,a849470c-76cd-4dbc-8a9b-171a13a61df3,"Language: en; Ambiguous title, requires manual review"
Tooth Count,Quantity,Quantity,,6292feeb-7cdb-4b10-be65-401c8360711a,Language: en
Select Ring Size,Size,Size,,group_26,Language: en
Trim Color,Color,Color,,0144ad5d-7984-4a71-ba44-8232cc1430ba,Language: ro
XS/S-2XL/3,Other,Other,,be34b0b9-de9c-4c1a-8b1b-517bc62614bd,"Language: so; Ambiguous title, requires manual review"
Custom Build,Other,Other,,64e3e17a-9ee1-4c6c-b3d9-8c75f84c60e8,"Language: en; Ambiguous title, requires manual review"
TAILLE,Size,Size,,group_29,Language: vi
Cushion Fabric,Material,Material,,group_165,Language: en
Choose One,Other,Other,,adf8dc34-fc5b-4df0-8958-bc8f01da3b85,"Language: en; Ambiguous title, requires manual review"
LETTER,Letter,Letter,,group_86,Language: fr
Pot Type,Style,Style,,group_116,Language: no
Set Comp,Other,Other,,aa22fedf-5252-4aa0-86ed-6667aead4fae,"Language: en; Ambiguous title, requires manual review"
Gas Type,Style,Style,,38aca19c-72eb-469b-8259-5a3807e90adf,Language: en
Accent white stones,Color,Color,,group_121,Language: en
EARRING OR NECKLACE CHARM,Other,Other,,5cb34b92-2d8f-4c93-9fca-e6c81b918b58,"Language: de; Ambiguous title, requires manual review"
Colorway,Other,Other,Color,group_166,"Language: en; Ambiguous title, requires manual review"
Lock,Other,Other,,e304324d-4444-4c79-b81b-343bbafce518,"Language: sv; Ambiguous title, requires manual review"
Kids Size,Size,Size,,group_167,Language: de
Wood Stand Color,Color,Color,,61811465-336f-4f45-8cc8-69eca4b19157,Language: en
Roast,Other,Other,,366748eb-d068-4a7e-99cb-04b24a35c96f,"Language: ro; Ambiguous title, requires manual review"
Hook Finish,Hardware,Hardware,,ebaaa6c7-bc42-4411-8911-37d864945e90,Language: en
Position,Other,Other,,58d93aef-205b-4f67-939c-8ce91a72bf2a,"Language: it; Ambiguous title, requires manual review"
Add Ons:,Other,Other,,group_168,Language: cy
Gear Ratio,Other,Other,,fc603e49-f143-466a-85a9-df0455818525,"Language: en; Ambiguous title, requires manual review"
Tip Diameter,Size,Size,,group_142,Language: id
Seating Depth,Size,Size,,b7fe760e-9c79-4434-be4e-82083d9d5d51,Language: en
Edition,Style,Style,,a14a9b79-1b67-4185-95f1-2683ac5b1a69,Language: en
Curve,Other,Other,,fcd22b86-b5d0-45ec-97c3-472b898f9087,"Language: en; Ambiguous title, requires manual review"
Chain length,Hardware,Hardware,,group_31,Language: en
Pricing Tier,Other,Other,,a7686d7b-34ca-439b-b7d7-578222bd7774,"Language: en; Ambiguous title, requires manual review"
Part,Other,Other,,a043c414-808b-4109-ae78-0b9a367b34ea,"Language: id; Ambiguous title, requires manual review"
fabric,Material,Material,,group_9,Language: ro
Make,Other,Other,,3d3e4e0f-4977-4787-b08c-6c035e5f50df,"Language: sw; Ambiguous title, requires manual review"
